id,adj.P.Val.SCoV2.over.RMRP,Log.P.Value.SCoV2.over.RMRP,logFC.SCoV2.over.RMRP,P.Value.SCoV2.over.RMRP,RMRP rep2 ratio,RMRP rep1 ratio,SCoV2 rep2 ratio,SCoV2 rep1 ratio,accession_number,geneSymbol,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,totalIntensity,entry_name
NP_006784.1,0.1164355233,14.66016062,-0.890242441,0.03419667947,0.583326648,-0.052387727,-0.478061281,-0.77148468,NP_006784.1,PRDX3,8,5,5,NP_006784.1|NP_001289201.1,HOMO SAPIENS,19.9,141,141.1,71.38,71.38,6.48E+08," thioredoxin-dependent peroxide reductase, mitochondrial isoform a precursor GN=PRDX3"
NP_001243439.1,0.1280788254,13.90664626,-0.897242441,0.04067573169,0.764326648,-0.191387727,-0.566061281,-0.65548468,NP_001243439.1,SSBP1,3,3,3,NP_001243439.1,HOMO SAPIENS,16.8,293,293.1,35.55,35.55,1.37E+08," single-stranded DNA-binding protein, mitochondrial precursor GN=SSBP1"
NP_001128496.1,0.1112724553,14.92116382,-0.899242441,0.03220205727,0.597326648,-0.062387727,-0.715061281,-0.54848468,NP_001128496.1,PDHX,2,2,2,NP_001128496.1|NP_003468.2,HOMO SAPIENS,4.5,360,360.1,28.35,28.35,1.13E+07," pyruvate dehydrogenase protein X component, mitochondrial isoform 2 GN=PDHX"
NP_001303292.1,0.1214009913,14.36329899,-0.907242441,0.0366159327,-0.187673352,-0.405387727,-1.637061281,-0.77048468,NP_001303292.1,EIF2S2,2,2,2,NP_001303292.1|NP_001303293.1|NP_003899.2,HOMO SAPIENS,5.7,408,408.1,25.27,25.27,2.25E+06, eukaryotic translation initiation factor 2 subunit 2 isoform 2 GN=EIF2S2
NP_001191455.1,0.09697602356,15.89819416,-0.907242441,0.02571464802,-0.176673352,-0.141387727,-1.253061281,-0.87948468,NP_001191455.1,SSR4,2,2,2,NP_001191455.1|NP_001191456.1|NP_006271.1,HOMO SAPIENS,8.6,438,438.1,23.86,23.86,9.67E+06, translocon-associated protein subunit delta isoform 1 precursor GN=SSR4
NP_001123885.2,0.1017987231,15.57359491,-0.939242441,0.02771025413,0.393326648,0.066612273,-1.047061281,-0.37148468,NP_001123885.2,SCNN1D,2,2,2,NP_001123885.2,HOMO SAPIENS,1.8,662,662.1,13.09,13.09,6.97E+08, amiloride-sensitive sodium channel subunit delta GN=SCNN1D
NP_057417.3,0.09443693362,16.11034971,-0.940242441,0.02448866044,0.520326648,-0.068387727,-0.676061281,-0.75248468,NP_057417.3,SRRM2,62,28,28,NP_057417.3,HOMO SAPIENS,12.3,21,21.1,396.37,396.37,1.98E+09, serine/arginine repetitive matrix protein 2 GN=SRRM2
NP_005923.2,0.08525915342,16.78335255,-0.951242441,0.02097320225,0.377326648,0.020612273,-0.881061281,-0.62348468,NP_005923.2,MIPEP,2,2,2,NP_005923.2,HOMO SAPIENS,2.2,581,581.1,15.68,15.68,9.60E+07, mitochondrial intermediate peptidase GN=MIPEP
NP_000036.2,0.4348486896,5.518186181,-0.957742441,0.2806605565,-0.639673352,0.879612273,-1.515061281,-0.16048468,NP_000036.2,ARG1,2,2,2,NP_000036.2|NP_001231367.1,HOMO SAPIENS,5.2,434,434.1,23.88,23.88,6.19E+07, arginase-1 isoform 2 GN=ARG1
NP_001157260.1,0.1059736089,15.3535647,-0.962242441,0.02915033367,0.258326648,-0.082387727,-1.312061281,-0.43648468,NP_001157260.1,PTBP3,3,4,2,NP_001157260.1|NP_001157262.1|NP_001231825.1|NP_001231826.1|NP_001231827.1|NP_005147.3,HOMO SAPIENS,6.2,99,99.2,49.68,23.78,8.05E+07, polypyrimidine tract-binding protein 3 isoform 2 GN=PTBP3
NP_001243239.1,0.1071511488,15.2382398,-0.966242441,0.02993477652,0.778326648,-0.203387727,-0.622061281,-0.73548468,NP_001243239.1,GLS,5,3,3,NP_001243239.1|NP_055720.3,HOMO SAPIENS,4.8,277,277.1,37.22,37.22,1.58E+08," glutaminase kidney isoform, mitochondrial isoform 2 GN=GLS"
NP_001176.1,0.5398705877,4.121942321,-0.973242441,0.3870844881,-0.454673352,0.588612273,-1.959061281,0.14651532,NP_001176.1,AZGP1,2,2,2,NP_001176.1,HOMO SAPIENS,9,382,382.1,26.95,26.95,7.60E+07, zinc-alpha-2-glycoprotein precursor GN=AZGP1
NP_065796.1,0.0994065576,15.69978584,-0.979742441,0.02691667534,0.662326648,-0.237387727,-0.621061281,-0.91348468,NP_065796.1,AARS2,6,6,6,NP_065796.1,HOMO SAPIENS,6.7,123,123.1,85.26,85.26,9.46E+07," alanine--tRNA ligase, mitochondrial GN=AARS2"
NP_001084.3,0.09697602356,15.90892101,-0.987742441,0.02565121253,0.735326648,-0.166387727,-0.576061281,-0.83048468,NP_001084.3,ACACB,5,14,5,NP_001084.3,HOMO SAPIENS,5.4,4,4.2,194.46,48.17,7.36E+07, acetyl-CoA carboxylase 2 precursor GN=ACACB
NP_002379.3,0.07832546,17.27235997,-0.989242441,0.01873975905,0.450326648,-0.101387727,-0.906061281,-0.72348468,NP_002379.3,MCM3,6,5,5,NP_002379.3|NP_001257401.1,HOMO SAPIENS,4.8,257,257.1,39.76,39.76,2.04E+07, DNA replication licensing factor MCM3 isoform 1 GN=MCM3
NP_001275905.1,0.08223071963,17.00934627,-0.989242441,0.01990973011,0.598326648,-0.061387727,-0.704061281,-0.73748468,NP_001275905.1,XRCC6,3,3,3,NP_001275905.1|NP_001275906.1|NP_001275907.1,HOMO SAPIENS,3.6,356,356.1,28.72,28.72,4.95E+07, X-ray repair cross-complementing protein 6 isoform 1 GN=XRCC6
NP_001128179.1,0.09697602356,15.87678106,-0.994242441,0.0258417484,0.564326648,-0.242387727,-1.109061281,-0.55748468,NP_001128179.1,SARDH,8,8,8,NP_001128179.1,HOMO SAPIENS,7.4,108,108.1,97.21,97.21,9.13E+07," sarcosine dehydrogenase, mitochondrial precursor GN=SARDH"
NP_004246.2,0.08622323847,16.65193043,-1.000742441,0.02161757411,0.692326648,-0.132387727,-0.717061281,-0.72448468,NP_004246.2,COX5A,3,2,2,NP_004246.2,HOMO SAPIENS,10.6,449,449.1,23.03,23.03,5.03E+07," cytochrome c oxidase subunit 5A, mitochondrial precursor GN=COX5A"
NP_001317171.1,0.0826696285,16.96060515,-1.013242441,0.02013443674,0.658326648,-0.105387727,-0.592061281,-0.88148468,NP_001317171.1,ACSS3,3,3,3,NP_001317171.1|NP_078836.1|NP_001317172.1,HOMO SAPIENS,4.3,204,204.1,50.02,50.02,4.11E+07," acyl-CoA synthetase short-chain family member 3, mitochondrial isoform 2 precursor GN=ACSS3"
NP_001186078.1,0.6238326205,3.100067836,-1.023242441,0.4897711691,-0.023673352,-0.110387727,-2.527061281,0.34651532,NP_001186078.1,LTF,2,2,2,NP_001186078.1|NP_001308050.1|NP_001308051.1|NP_002334.2,HOMO SAPIENS,2.5,548,548.1,16.92,16.92,1.38E+07, lactotransferrin isoform 2 GN=LTF
NP_001019770.1,0.07319623821,17.63530282,-1.026242441,0.01723731895,0.139326648,0.190612273,-1.220061281,-0.50248468,NP_001019770.1,HIST2H2BF,3,3,3,NP_001019770.1|NP_001154806.1|NP_001299582.1|NP_003509.1|NP_003510.1|NP_003511.1|NP_003512.1|NP_003515.1|NP_003518.2|NP_003519.1|NP_059141.1|NP_066402.2|NP_066406.1|NP_066407.1|NP_733759.1|NP_778225.1,HOMO SAPIENS,21.4,248,248.1,41.44,41.44,1.40E+08, histone H2B type 2-F isoform a GN=HIST2H2BF
NP_006280.3,0.09207105349,16.26879279,-1.050242441,0.02361134466,0.371326648,-0.564387727,-1.451061281,-0.84248468,NP_006280.3,TLN1,2,2,2,NP_006280.3,HOMO SAPIENS,0.7,477,477.1,21.37,21.37,9.91E+06, talin-1 GN=TLN1
NP_001020278.1,0.05794204583,19.22499105,-1.056742441,0.01195365988,0.489326648,0.142612273,-0.890061281,-0.59148468,NP_001020278.1,ADAR,3,3,3,NP_001020278.1|NP_001102.3|NP_056655.2|NP_056656.2,HOMO SAPIENS,2.5,373,373.1,27.66,27.66,1.35E+07, double-stranded RNA-specific adenosine deaminase isoform d GN=ADAR
NP_003748.1,0.05763709181,19.27817326,-1.060742441,0.0118081721,0.210326648,0.048612273,-1.153061281,-0.70948468,NP_003748.1,EIF3I,2,2,2,NP_003748.1,HOMO SAPIENS,7.3,395,395.1,25.75,25.75,4.73E+06, eukaryotic translation initiation factor 3 subunit I GN=EIF3I
NP_001002909.1,0.06165337101,18.86322034,-1.106742441,0.01299205846,0.670326648,-0.173387727,-0.935061281,-0.78148468,NP_001002909.1,GPATCH8,18,9,9,NP_001002909.1|NP_001291868.1|NP_001291869.1,HOMO SAPIENS,6.7,75,75.1,141.17,141.17,3.79E+08, G patch domain-containing protein 8 isoform 1 GN=GPATCH8
NP_443077.1,0.06666257295,18.27807962,-1.112742441,0.01486592843,0.762326648,-0.191387727,-0.989061281,-0.66548468,NP_443077.1,MMAB,2,2,2,NP_443077.1,HOMO SAPIENS,8,452,452.1,22.67,22.67,1.64E+07," cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial precursor GN=MMAB"
NP_001473.1,0.05351085549,20.0015687,-1.130742441,0.009996388591,0.543326648,-0.164387727,-1.018061281,-0.86448468,NP_001473.1,GATM,7,6,6,NP_001473.1|NP_001307944.1,HOMO SAPIENS,10.6,180,180.1,56.64,56.64,1.92E+08," glycine amidinotransferase, mitochondrial isoform 1 precursor GN=GATM"
NP_079114.3,0.05192953095,20.70610286,-1.131742441,0.008499428283,0.421326648,-0.126387727,-1.014061281,-0.95448468,NP_079114.3,THNSL1,2,2,2,NP_079114.3,HOMO SAPIENS,2.8,428,428.1,24.04,24.04,4.99E+06, threonine synthase-like 1 GN=THNSL1
NP_001306000.1,0.06666257295,18.24973059,-1.159742441,0.01496328476,0.597326648,-0.527387727,-1.218061281,-1.03148468,NP_001306000.1,SACM1L,2,2,2,NP_001306000.1|NP_054735.3|NP_001306001.1|NP_001306002.1,HOMO SAPIENS,3.1,490,490.1,20.75,20.75,2.46E+07, phosphatidylinositide phosphatase SAC1 isoform 1x GN=SACM1L
NP_112223.1,0.03860135473,22.57252876,-1.181742441,0.005530280048,-0.273673352,-0.534387727,-1.686061281,-1.48548468,NP_112223.1,TRIM56,2,2,2,NP_112223.1,HOMO SAPIENS,3.3,326,326.1,31.36,31.36,6.30E+06, E3 ubiquitin-protein ligase TRIM56 GN=TRIM56
NP_001341360.1,0.05192953095,20.57292834,-1.182242441,0.008764096806,0.696326648,-0.135387727,-0.805061281,-0.99848468,NP_001341360.1,PRPF40A,3,3,3,NP_001341360.1|NP_001341361.1|NP_060362.3,HOMO SAPIENS,3,212,212.1,47.88,47.88,4.03E+08, pre-mRNA-processing factor 40 homolog A isoform 2 GN=PRPF40A
NP_002956.1,0.05341134452,20.1680274,-1.196742441,0.009620491499,0.319326648,-0.012387727,-1.512061281,-0.57448468,NP_002956.1,S100A9,3,2,2,NP_002956.1,HOMO SAPIENS,18.4,470,470.1,21.67,21.67,1.10E+07, protein S100-A9 GN=S100A9
NP_001304051.1,0.1238276936,14.16596207,-1.201242441,0.03831808472,0.828326648,-0.600387727,-1.328061281,-0.84648468,NP_001304051.1,AGO1,2,2,2,NP_001304051.1|NP_001304052.1|NP_036331.1|NP_060099.2|NP_079128.2|NP_803171.1|NP_001158095.1|NP_036286.2,HOMO SAPIENS,2.3,552,552.1,16.54,16.54,4.55E+06, protein argonaute-1 isoform 1x GN=AGO1
NP_001269315.1,0.1071511488,15.23902108,-1.210742441,0.02992939184,-0.222673352,-0.082387727,-2.082061281,-0.64448468,NP_001269315.1,IDH1,2,2,2,NP_001269315.1,HOMO SAPIENS,3.3,609,609.1,14.89,14.89,2.18E+07, isocitrate dehydrogenase [NADP] cytoplasmic GN=IDH1
NP_003395.1,0.06429427929,18.61239937,-1.214742441,0.01376448805,0.885326648,-0.304387727,-0.997061281,-0.85148468,NP_003395.1,YWHAB,1,3,1,NP_003395.1,HOMO SAPIENS,12.6,186,186.2,45.17,15.59,2.96E+06, 14-3-3 protein beta/alpha GN=YWHAB
NP_942133.1,0.04257988786,21.9761757,-1.229242441,0.006344281286,0.625326648,-0.086387727,-0.793061281,-1.12648468,NP_942133.1,ACACA,86,54,45,NP_942133.1|NP_942131.1|NP_942134.1|NP_942135.1,HOMO SAPIENS,23,4,4.1,762.46,616.17,6.69E+09, acetyl-CoA carboxylase 1 isoform 2 GN=ACACA
NP_001158286.1,0.03483192837,23.33394956,-1.233742441,0.004640930284,0.492326648,0.007612273,-1.034061281,-0.93348468,NP_001158286.1,ACIN1,3,3,3,NP_001158286.1|NP_001158287.1|NP_055792.1|NP_001158288.1|NP_001158289.1,HOMO SAPIENS,1.8,386,386.1,26.46,26.46,3.09E+06, apoptotic chromatin condensation inducer in the nucleus isoform 2 GN=ACIN1
NP_001243839.1,0.04160644597,22.11857578,-1.246242441,0.006139633144,0.276326648,-0.514387727,-1.232061281,-1.49848468,NP_001243839.1,DDX21,2,2,2,NP_001243839.1|NP_004719.2,HOMO SAPIENS,2.3,476,476.1,21.39,21.39,1.68E+07, nucleolar RNA helicase 2 isoform 2 GN=DDX21
NP_001309107.1,0.03507669152,23.25708946,-1.254242441,0.004723795132,0.936326648,0.422612273,-0.387061281,-0.76248468,NP_001309107.1,CNTNAP4,2,2,2,NP_001309107.1|NP_001309108.1|NP_001309109.1|NP_001309110.1|NP_001309116.1|NP_001309117.1|NP_001309118.1|NP_001309119.1|NP_001309120.1|NP_207837.2|NP_620481.2,HOMO SAPIENS,1.7,519,519.1,18.63,18.63,5.12E+08, contactin-associated protein-like 4 isoform 3 precursor GN=CNTNAP4
NP_005204.1,0.05341134452,20.0744379,-1.290742441,0.009830060937,0.449326648,0.064612273,-1.603061281,-0.46448468,NP_005204.1,CSTA,6,4,4,NP_005204.1,HOMO SAPIENS,37.7,210,210.1,49.15,49.15,2.88E+08, cystatin-A GN=CSTA
NP_620305.2,0.03313777136,23.72427728,-1.297242441,0.004242015708,0.634326648,-0.109387727,-0.990061281,-1.07948468,NP_620305.2,SON,15,10,10,NP_620305.2|NP_115571.2|NP_001278340.1|NP_001278341.1,HOMO SAPIENS,3.5,72,72.1,143.36,143.36,4.10E+08, protein SON isoform F GN=SON
NP_059118.2,0.110867684,15.00197371,-1.301242441,0.03160840847,0.116326648,0.195612273,-1.916061281,-0.37448468,NP_059118.2,CALML5,10,4,4,NP_059118.2,HOMO SAPIENS,30.8,134,134.1,73.91,73.91,5.97E+08, calmodulin-like protein 5 GN=CALML5
NP_001231513.1,0.05540921781,19.56141243,-1.363242441,0.01106263941,0.457326648,-0.290387727,-1.824061281,-0.73548468,NP_001231513.1,C7orf55-LUC7L2,2,2,2,NP_001231513.1|NP_001231514.1|NP_001257572.1|NP_057103.2|NP_001307155.1|NP_001317349.1|NP_958815.1,HOMO SAPIENS,3.2,462,462.1,22.08,22.08,2.69E+07, C7orf55-LUC7L2 protein GN=C7orf55-LUC7L2
NP_036246.1,0.4232250282,5.718618107,-1.382742441,0.2680020952,-0.195673352,0.537612273,-2.379061281,-0.04448468,NP_036246.1,CASP14,5,4,4,NP_036246.1,HOMO SAPIENS,10.7,273,273.1,38.12,38.12,6.04E+08, caspase-14 precursor GN=CASP14
NP_002678.2,0.02519377086,25.23484155,-1.387242441,0.00299582089,0.663326648,-0.109387727,-1.287061281,-0.93348468,NP_002678.2,PNN,3,3,3,NP_002678.2,HOMO SAPIENS,2.9,394,394.1,25.79,25.79,3.39E+07, pinin GN=PNN
NP_835465.2,0.4062929713,6.028687304,-1.412742441,0.2495348856,-0.667673352,0.859612273,-2.238061281,-0.39548468,NP_835465.2,GSDMA,2,2,2,NP_835465.2,HOMO SAPIENS,3.5,531,531.1,17.96,17.96,3.06E+07, gasdermin-A GN=GSDMA
NP_006787.2,0.05213728434,20.40801895,-1.413742441,0.00910328427,0.902326648,-0.343387727,-1.360061281,-0.90848468,NP_006787.2,AFG3L2,2,2,2,NP_006787.2|NP_001120965.1|NP_001139.3|NP_001341154.1|NP_001341157.1|NP_001341159.1|NP_001341160.1|NP_001341161.1|NP_001341164.1|NP_001341165.1|NP_001341166.1|NP_001341168.1|NP_001341169.1|NP_001341170.1|NP_001341171.1|NP_001341172.1|NP_001341173.1|NP_001341175.1|NP_001341178.1|NP_001341181.1|NP_001341183.1|NP_001341184.1|NP_001341185.1|NP_001341187.1|NP_001341190.1|NP_001341191.1|NP_001341193.1|NP_001341194.1|NP_001341195.1|NP_001341198.1|NP_001341201.1|NP_001341202.1|NP_001341203.1|NP_001341204.1|NP_001341205.1|NP_001341206.1|NP_066187.2,HOMO SAPIENS,2,461,461.1,22.1,22.1,9.37E+06, AFG3-like protein 2 GN=AFG3L2
NP_001122324.1,0.01962779173,27.12134891,-1.457242441,0.001940283137,0.327326648,-0.067387727,-1.675061281,-0.97948468,NP_001122324.1,SRRT,2,2,2,NP_001122324.1|NP_001122325.1|NP_001122326.1|NP_056992.4,HOMO SAPIENS,1.6,559,559.1,16.4,16.4,4.65E+06, serrate RNA effector molecule homolog isoform c GN=SRRT
NP_001243779.1,0.02399541106,25.67312964,-1.463742441,0.002708239299,0.732326648,-0.294387727,-1.135061281,-1.35448468,NP_001243779.1,TTN,6,2,2,NP_001243779.1|NP_001254479.2|NP_003310.4|NP_596869.4|NP_597676.3|NP_597681.4,HOMO SAPIENS,0,547,547.1,17.09,17.09,2.16E+09, titin isoform N2BA GN=TTN
NP_001255.3,0.05341134452,20.11378166,-1.467242441,0.009741410263,-1.090673352,0.062612273,-2.379061281,-1.58348468,NP_001255.3,CDSN,2,2,2,NP_001255.3,HOMO SAPIENS,3.4,397,397.1,25.73,25.73,4.89E+07, corneodesmosin precursor GN=CDSN
NP_066964.1,0.01867974157,27.7314401,-1.468742441,0.001685993866,0.584326648,-0.152387727,-1.218061281,-1.28748468,NP_066964.1,XRCC5,4,4,4,NP_066964.1,HOMO SAPIENS,5.3,187,187.1,55.14,55.14,4.42E+07, X-ray repair cross-complementing protein 5 GN=XRCC5
NP_001294869.1,0.2669161891,9.191699533,-1.493742441,0.1204564464,-1.434673352,0.082612273,-2.838061281,-1.50148468,NP_001294869.1,POF1B,2,2,2,NP_001294869.1|NP_079197.3,HOMO SAPIENS,1.8,410,410.1,25.12,25.12,4.82E+07, protein POF1B isoform 2 GN=POF1B
NP_001159506.1,0.01645063171,28.56820831,-1.516742441,0.001390526176,0.280326648,0.370612273,-1.581061281,-0.80148468,NP_001159506.1,SBSN,4,3,3,NP_001159506.1,HOMO SAPIENS,9.1,252,252.1,40.94,40.94,1.33E+07, suprabasin isoform 1 precursor GN=SBSN
NP_001339702.1,0.05540921781,19.61065623,-1.550242441,0.0109379108,-0.816673352,0.145612273,-2.449061281,-1.32248468,NP_001339702.1,JUP,7,4,4,NP_001339702.1,HOMO SAPIENS,6.3,167,167.1,61.7,61.7,5.18E+07, junction plakoglobin GN=JUP
NP_003236.3,0.1317651129,13.73057311,-1.560742441,0.0423587064,-0.190673352,0.315612273,-2.346061281,-0.65048468,NP_003236.3,TGM3,9,5,5,NP_003236.3,HOMO SAPIENS,8,198,198.1,52.32,52.32,1.15E+09, protein-glutamine gamma-glutamyltransferase E GN=TGM3
NP_001435.1,0.07184427825,17.79956864,-1.563242441,0.01659751751,-0.126673352,0.703612273,-1.947061281,-0.60248468,NP_001435.1,FABP5,3,3,3,NP_001435.1,HOMO SAPIENS,21.4,259,259.1,39.41,39.41,9.98E+07," fatty acid-binding protein, epidermal GN=FABP5"
NP_075388.2,0.03170387701,24.03223795,-1.622742441,0.003951629369,0.806326648,-0.434387727,-1.665061281,-1.20848468,NP_075388.2,RSRC2,2,2,2,NP_075388.2,HOMO SAPIENS,3.9,426,426.1,24.16,24.16,1.09E+08, arginine/serine-rich coiled-coil protein 2 GN=RSRC2
NP_001014364.1,0.3565866851,7.03979335,-1.648242441,0.1977063713,-0.573673352,0.570612273,-2.709061281,-0.59048468,NP_001014364.1,FLG2,12,6,6,NP_001014364.1,HOMO SAPIENS,3.1,117,117.1,89.51,89.51,3.05E+09, filaggrin-2 GN=FLG2
NP_001152980.1,0.007658472616,34.15645214,-1.652242441,0.0003840208332,0.330326648,0.089612273,-1.478061281,-1.40648468,NP_001152980.1,IVD,2,2,2,NP_001152980.1|NP_001341526.1|NP_001341528.1|NP_002216.2|NP_001341527.1|NP_001341529.1|NP_001341530.1,HOMO SAPIENS,4.2,478,478.1,21.36,21.36,2.37E+09," isovaleryl-CoA dehydrogenase, mitochondrial isoform 2 precursor GN=IVD"
NP_001157789.1,0.01167735822,30.68940644,-1.677742441,0.0008532167178,0.776326648,-0.202387727,-1.493061281,-1.28848468,NP_001157789.1,FLNB,3,3,3,NP_001157789.1|NP_001157790.1|NP_001157791.1|NP_001448.2,HOMO SAPIENS,0.9,420,420.1,24.61,24.61,2.29E+07, filamin-B isoform 1 GN=FLNB
NP_000290.2,0.3252682823,7.777306797,-1.679742441,0.1668281448,-1.412673352,0.227612273,-3.075061281,-1.46948468,NP_000290.2,PKP1,2,2,2,NP_000290.2|NP_001005337.1,HOMO SAPIENS,2.4,441,441.1,23.55,23.55,1.12E+07, plakophilin-1 isoform 1b GN=PKP1
NP_008841.2,0.01026757472,31.62559204,-1.686742441,0.0006877661487,0.574326648,-0.289387727,-1.669061281,-1.41948468,NP_008841.2,RBBP6,6,5,5,NP_008841.2|NP_061173.1,HOMO SAPIENS,2.7,214,214.1,47.51,47.51,7.62E+07, E3 ubiquitin-protein ligase RBBP6 isoform 1 GN=RBBP6
NP_004406.2,0.2969074271,8.384799821,-1.701742441,0.1450507631,-1.289673352,0.396612273,-2.881061281,-1.41548468,NP_004406.2,DSP,24,23,23,NP_004406.2|NP_001305963.1|NP_001008844.1,HOMO SAPIENS,6.7,31,31.1,258.6,258.6,4.19E+08, desmoplakin isoform I GN=DSP
NP_477521.1,0.03789883446,22.69594374,-1.721242441,0.00537533612,-0.368673352,0.256612273,-2.435061281,-1.11948468,NP_477521.1,MUCL1,3,2,2,NP_477521.1,HOMO SAPIENS,17.7,429,429.1,23.99,23.99,9.59E+07, mucin-like protein 1 precursor GN=MUCL1
NP_001933.2,0.3990137704,6.185854429,-1.790742441,0.2406658987,-1.069673352,0.671612273,-3.042061281,-0.93748468,NP_001933.2,DSG1,5,5,5,NP_001933.2,HOMO SAPIENS,5.4,126,126.1,83.53,83.53,7.83E+07, desmoglein-1 preproprotein GN=DSG1
NP_001020402.1,0.09451197219,16.08297209,-1.813242441,0.02464352283,-0.513673352,0.430612273,-2.604061281,-1.10548468,NP_001020402.1,KPRP,5,5,5,NP_001020402.1,HOMO SAPIENS,7.7,146,146.1,66.63,66.63,5.86E+08, keratinocyte proline-rich protein GN=KPRP
NP_005795.2,0.009831870374,32.27969988,-1.814242441,0.0005916025153,-0.350673352,0.590612273,-1.985061281,-1.40348468,NP_005795.2,DDX39A,2,3,1,NP_005795.2,HOMO SAPIENS,6.7,265,265.2,37.83,12.3,1.01E+07, ATP-dependent RNA helicase DDX39A GN=DDX39A
NP_006296.1,0.0367189206,23.01241911,-1.820242441,0.004997560827,0.714326648,-0.189387727,-2.154061281,-0.96148468,NP_006296.1,ANP32A,2,2,2,NP_006296.1,HOMO SAPIENS,6.4,582,582.1,15.66,15.66,4.11E+07, acidic leucine-rich nuclear phosphoprotein 32 family member A GN=ANP32A
NP_001294857.1,0.05540921781,19.54407835,-1.947742441,0.01110688217,-0.514673352,0.444612273,-2.672061281,-1.29348468,NP_001294857.1,SERPINB12,4,4,4,NP_001294857.1|NP_536722.1,HOMO SAPIENS,7.7,224,224.1,45.89,45.89,9.19E+07, serpin B12 isoform 1 GN=SERPINB12
NP_444513.1,0.3915641339,6.320769113,-1.961742441,0.2333044855,-0.057673352,0.495612273,-3.143061281,-0.34248468,NP_444513.1,DCD,10,5,5,NP_444513.1|NP_001287783.1,HOMO SAPIENS,38.1,139,139.1,72.03,72.03,1.76E+09, dermcidin isoform 1 preproprotein GN=DCD
NP_000377.1,0.01322489733,29.90069354,-2.067742441,0.001023129593,0.059326648,0.339612273,-2.536061281,-1.20048468,NP_000377.1,BLMH,2,2,2,NP_000377.1,HOMO SAPIENS,3,596,596.1,15.26,15.26,3.43E+06, bleomycin hydrolase GN=BLMH
NP_005310.1,0.05213728434,20.39111084,-2.149242441,0.009138794586,1.121326648,-0.592387727,-1.929061281,-1.84048468,NP_005310.1,HIST1H1C,1,7,1,NP_005310.1,HOMO SAPIENS,30.5,58,58.3,123.52,14.44,7.28E+07, histone H1.2 GN=HIST1H1C
NP_002760.1,0.001787463692,43.36345689,-2.311742441,0.00004609505224,0.739326648,-0.310387727,-2.046061281,-2.14848468,NP_002760.1,PRSS1,8,3,3,NP_002760.1|NP_001290343.1|NP_002761.1,HOMO SAPIENS,15.3,290,290.1,35.82,35.82,1.53E+09, trypsin-1 preproprotein GN=PRSS1
NP_005309.1,0.01077948847,31.2106119,-2.822242441,0.0007567262678,1.296326648,-0.208387727,-2.552061281,-2.00448468,NP_005309.1,H1F0,8,6,6,NP_005309.1,HOMO SAPIENS,23.1,138,138.1,72.18,72.18,9.07E+07, histone H1.0 GN=H1F0
NP_005313.1,0.02195556558,26.21497201,-2.838242441,0.002390577342,1.356326648,-0.360387727,-2.397061281,-2.28348468,NP_005313.1,HIST1H1B,38,9,7,NP_005313.1,HOMO SAPIENS,33.1,58,58.1,160.22,132.86,1.80E+10, histone H1.5 GN=HIST1H1B
NP_005311.1,0.06746614801,18.16112421,-2.947242441,0.01527170686,1.372326648,-0.607387727,-2.466061281,-2.66348468,NP_005311.1,HIST1H1D,1,7,1,NP_005311.1|NP_005312.1|NP_005314.2,HOMO SAPIENS,29.4,58,58.2,124.64,15.56,5.76E+07, histone H1.3 GN=HIST1H1D
NP_001638.1,0.3877803133,6.499646193,-3.002242441,0.2238903528,-0.206673352,3.493612273,-2.004061281,-0.71348468,NP_001638.1,APOD,4,3,3,NP_001638.1,HOMO SAPIENS,12.6,357,357.1,28.63,28.63,2.06E+08, apolipoprotein D precursor GN=APOD
NP_001009931.1,0.3913823169,6.405940596,-3.017742441,0.2287736179,0.022326648,0.174612273,-4.917061281,-0.92148468,NP_001009931.1,HRNR,3,3,3,NP_001009931.1,HOMO SAPIENS,1.1,300,300.1,34.93,34.93,1.95E+07, hornerin GN=HRNR
NP_001281074.1,0.0001107055391,59.53283588,-3.213242441,0.000001113567152,1.246326648,0.190612273,-2.554061281,-2.43548468,NP_001281074.1,SSB,10,8,8,NP_001281074.1,HOMO SAPIENS,18.3,113,113.1,93.54,93.54,1.53E+08, lupus La protein GN=SSB
NP_002007.1,0.2556832414,9.447914654,-3.502742441,0.1135555943,0.398326648,2.965612273,-2.772061281,-0.86948468,NP_002007.1,FLG,2,2,2,NP_002007.1,HOMO SAPIENS,0.5,272,272.1,38.2,38.2,1.09E+08, filaggrin GN=FLG
NP_001098016.1,0.0001107055391,59.32505348,-3.591242441,0.000001168139344,1.631326648,0.485612273,-2.693061281,-2.37248468,NP_001098016.1,RPP30,4,3,3,NP_001098016.1|NP_006404.1,HOMO SAPIENS,10.5,269,269.1,38.7,38.7,7.91E+07, ribonuclease P protein subunit p30 isoform a GN=RPP30
NP_005372.2,0.0003691512204,52.76651114,-3.957242441,0.000005288699432,2.078326648,0.734612273,-2.362061281,-2.73948468,NP_005372.2,NCL,76,32,32,NP_005372.2,HOMO SAPIENS,41.8,15,15.1,480.25,480.25,2.36E+10, nucleolin GN=NCL
